coin,earliest_trade_date,network_date,user1,user1_num_mentions,user1_num_posts,user1_num_subjects,user1_days_since_first_post,user1_degree_total,user1_degree_incoming,user1_degree_outgoing,user1_clustering_coefficient,user1_closeness_centrality_unweighted,user1_closeness_centrality_weighted,user1_closeness_centrality_incoming_unweighted,user1_closeness_centrality_outgoing_unweighted,user1_closeness_centrality_incoming_weighted,user1_closeness_centrality_outgoing_weighted,user1_betweenness_centrality_weighted,user1_satoshi_distance,user1_satoshi_pagerank_unweighted,user1_satoshi_pagerank_weighted,user1_pagerank_unweighted,user1_pagerank_weighted
XST,2014-07-10,2014-05-26,stealthdev,1,7,1,1,29,29,0,0.01970443,0.001592051,0.001594067,0.0001327621,1.803947e-05,0.0001327765,1.803947e-05,0.0,4,7.182188e-06,6.646128e-06,2.247785e-05,2.224846e-05
SMBR,2014-10-20,2014-10-12,Sembro Development,1,29,2,38,14,14,0,0.02197802,0.001281501,0.001282732,0.000102441,1.498464e-05,0.0001024491,1.498464e-05,0.0,4,2.422962e-06,2.204484e-06,8.594526e-06,8.431241e-06
FLT,2014-03-20,2014-03-05,coolisbad,1,185,1,48,72,45,27,0.05320814,0.002020038,0.002024577,0.0002178456,3.102923e-05,0.0002178865,3.102945e-05,92598.8,4,1.48383e-05,1.39813e-05,4.485704e-05,4.462165e-05
MWC,2014-08-09,2015-03-31,Griffith,1,25,1,358,248,238,10,0.007698689,0.001131298,0.00113257,9.057009e-05,1.819023e-05,9.057615e-05,1.819028e-05,803390.8,4,6.724745e-05,6.277607e-05,0.0002154057,0.0002171627
DEM,2013-12-14,2015-04-10,mitzie,1,0,0,461,25,0,25,0.04,0.001119674,0.00112069,1.367297e-05,1.812431e-05,1.367297e-05,1.812437e-05,0.0,inf,8.479775e-07,7.761965e-07,3.275413e-06,3.224715e-06
FLO,2013-11-27,2013-06-18,skyangel,1,238,5,54,119,50,69,0.2114412,0.01239619,0.01255572,0.0008636057,0.000113076,0.0008641768,0.0001130803,10514.65,3,7.651079e-05,6.39481e-05,0.0001978547,0.0001803019
LKY,2013-06-14,2013-05-19,blastbob,1,842,33,42,1325,1170,155,0.01572157,0.01421056,0.01440234,0.0009447914,0.0001315346,0.0009455718,0.0001315406,2972783.0,3,0.002595719,0.002699514,0.007438367,0.008310248
XSI,2014-04-23,2015-05-26,she9888,1,22,0,414,16,7,9,0.1428571,0.00109614,0.001097133,8.646296e-05,1.786169e-05,8.646681e-05,1.786177e-05,633.6083,4,2.137103e-06,1.843327e-06,7.082879e-06,6.614727e-06
VIOR,2014-11-23,2014-10-26,Viorcoin,1,116,1,1,13,13,0,0.06410256,0.001262145,0.001263519,0.0001017455,1.481679e-05,0.0001017533,1.481679e-05,0.0,4,9.021942e-06,8.018491e-06,2.2663e-05,2.180868e-05
BLOCK,2014-11-01,2013-03-14,serraz,1,203,4,11,8,2,6,0.25,0.02486766,0.02582441,0.001429331,0.0002227725,0.001430834,0.0002228008,2.0,4,1.400547e-05,1.146746e-05,5.122908e-05,4.606514e-05
ICN,2014-02-17,2013-12-24,speedminer,1,54,4,1,1,0,1,0.0,0.004414217,0.00443081,4.182176e-05,4.18235e-05,4.182176e-05,4.18235e-05,0.0,inf,2.122873e-06,1.927624e-06,8.21016e-06,8.085125e-06
$MINE,2015-03-08,2015-02-26,InstaMineNiggets,1,13,3,4,11,11,0,0.01818182,0.001143754,0.001145365,9.190803e-05,1.391053e-05,9.191655e-05,1.391053e-05,0.0,3,2.550508e-06,3.098054e-06,6.047209e-06,6.970379e-06
AMC,2013-06-09,2013-05-25,mill0601,1,425,73,38,206,126,80,0.18368,0.01357629,0.01379125,0.0009235489,0.0001248186,0.0009243913,0.0001248244,82445.54,3,0.0003702609,0.000366744,0.0009670967,0.001037118
PTC,2014-02-22,2014-01-16,CryptoMP,1,154,10,32,150,143,7,0.0233557,0.003816695,0.003833756,0.0003600742,4.750624e-05,0.0003601794,4.750699e-05,105196.8,4,4.884069e-05,4.721071e-05,0.0001708074,0.0001783848
ROX,2014-07-01,2014-06-29,Roxcoin,1,23,1,1,59,59,0,0.01168907,0.001501337,0.001502991,0.0001199577,1.701635e-05,0.0001199669,1.701635e-05,0.0,4,1.015516e-05,8.607661e-06,2.803721e-05,2.603668e-05
SPA,2014-03-15,2014-01-20,naplam,1,51,4,4,1,0,1,0.0,0.003832516,0.003844524,3.300984e-05,4.631564e-05,3.300984e-05,4.631619e-05,0.0,inf,1.746043e-06,1.58516e-06,6.711369e-06,6.607751e-06
OSC,2014-03-15,2013-08-29,x3maniac,1,141,2,99,154,146,8,0.02970885,0.009269986,0.00936042,0.0007667928,9.38725e-05,0.0007671685,9.387555e-05,103387.3,3,0.0002229921,0.0001916102,0.0005985212,0.0005556359
ROS,2014-09-30,2014-09-05,godivacoin,1,77,3,1,3,3,0,0.0,0.001346221,0.001347817,0.0001070968,1.549667e-05,0.0001071055,1.549667e-05,0.0,6,9.965274e-07,9.115379e-07,3.863839e-06,3.797601e-06
PTS,2013-11-21,2013-12-25,mckmuze,1,19,2,265,32,12,20,0.1204301,0.004294625,0.004307174,0.0004698485,5.849814e-05,0.0004700439,5.849882e-05,7120.167,3,1.187414e-05,9.733346e-06,3.301463e-05,2.952534e-05
MNE,2014-10-25,2014-09-26,Mchrono,1,98,2,1,20,20,0,0.02631579,0.001303273,0.00130448,0.0001043244,1.517658e-05,0.0001043311,1.517658e-05,0.0,4,3.174489e-06,2.822825e-06,1.086834e-05,1.046074e-05
TRI,2014-07-21,2014-07-17,3angle,1,12,1,1,11,10,1,0.09090909,0.001461075,0.001462659,0.0001144443,1.654698e-05,0.0001144509,1.654698e-05,5.0,4,1.950892e-06,1.749004e-06,6.617355e-06,6.372564e-06
TRK,2014-07-16,2013-12-29,hostmaster,1,1046,49,29,119,99,20,0.02723454,0.004275289,0.004290231,0.0004349254,5.559371e-05,0.0004350809,5.559434e-05,165398.9,4,6.579301e-05,5.674389e-05,0.0001981983,0.000186808
TRL,2014-09-30,2014-02-05,altcoins25,1,2,1,1,7,7,0,0.0,0.002813076,0.002820781,0.000294457,2.734781e-05,0.0002945235,2.734781e-05,0.0,4,3.477963e-06,3.09859e-06,1.3066e-05,1.259749e-05
METAL,2015-01-28,2013-11-26,Forex-Metal Support,1,3,1,5,2,1,1,1.0,0.007979421,0.008040995,0.0006598238,7.989792e-05,0.0006603063,7.989953e-05,0.0,4,4.229935e-06,3.760482e-06,1.414652e-05,1.352678e-05
TRC,2013-04-28,2012-11-12,crazy_rabbit,1,1325,110,345,296,191,105,0.1225912,0.02835514,0.02913599,0.001480683,0.0002803826,0.001482725,0.0002804084,100348.1,3,0.0009214463,0.0009256491,0.001604477,0.001653262
RBR,2015-01-23,2014-11-01,ribbitrewards,1,49,4,2,4,4,0,0.0,0.00126171,0.001263261,0.0001009414,1.475209e-05,0.0001009515,1.475209e-05,0.0,4,2.273323e-06,2.098792e-06,7.999522e-06,7.880447e-06
VCN,2015-06-10,2013-12-30,v_coin,1,16,2,205,20,12,8,0.1157895,0.004441312,0.004462791,0.000430364,5.512763e-05,0.0004305094,5.512839e-05,109.3929,4,9.647383e-06,8.221648e-06,2.941092e-05,2.714968e-05
USDe,2014-02-06,2014-01-12,USD-e,1,87,7,1,39,39,0,0.02968961,0.003798988,0.00381129,0.0003637176,3.488453e-05,0.0003637898,3.488453e-05,0.0,4,2.611584e-05,2.148456e-05,8.727102e-05,7.893925e-05
VOL,2015-08-23,2015-06-22,Volume,1,5,1,1,7,7,0,0.04761905,0.001090988,0.001092034,8.501942e-05,1.332108e-05,8.502503e-05,1.332108e-05,0.0,5,9.570541e-07,8.713886e-07,3.632909e-06,3.560097e-06
MYST,2015-02-06,2015-01-30,solacedev,1,25,1,1,30,30,0,0.05517241,0.001162496,0.001163523,9.368977e-05,1.406628e-05,9.369594e-05,1.406628e-05,0.0,4,5.430047e-06,4.965692e-06,1.833102e-05,1.801029e-05
ENRG,2014-05-15,2014-04-25,energycoin.cc,1,5,1,1,5,5,0,0.0,0.001664994,0.001667299,0.0001576221,1.974178e-05,0.0001576388,1.974178e-05,0.0,5,1.295161e-06,1.172816e-06,5.026575e-06,4.906515e-06
NOXT,2014-12-06,2014-11-01,Rofo,1,403,9,314,1143,1036,107,0.009071368,0.001263115,0.001264795,0.0001009301,1.941467e-05,0.000100938,1.941476e-05,6974075.0,3,0.0002934363,0.0002724633,0.0008764272,0.0008729726
XCO,2015-03-06,2014-01-27,eduffield,1,211,15,235,189,183,6,0.008780817,0.003268003,0.003281745,0.0003143403,4.056187e-05,0.0003144212,4.056222e-05,129549.3,4,5.468153e-05,4.57796e-05,0.000188572,0.0001715561
U,2014-11-16,2013-07-13,GoldBit89,1,230,6,46,52,2,50,0.1696833,0.01101571,0.01114348,0.0008666721,0.0001034378,0.0008673952,0.0001034413,19086.47,4,4.394077e-06,3.836497e-06,1.565801e-05,1.495594e-05
PLANET,2015-03-22,2015-03-01,planetcoin,1,65,2,1,10,10,0,0.04444444,0.00113978,0.001141008,9.163872e-05,1.389217e-05,9.164643e-05,1.389217e-05,0.0,4,2.027492e-06,1.883487e-06,6.689186e-06,6.605633e-06
HZ,2014-07-14,2014-04-01,NeXTHorizon,1,11,3,1,35,35,0,0.005042017,0.001765708,0.00176848,0.0001744651,2.0924e-05,0.0001744866,2.0924e-05,0.0,4,8.500517e-06,7.60914e-06,3.143562e-05,3.053686e-05
NEC,2014-03-26,2013-07-26,Neo8,1,87,15,1,30,30,0,0.1770115,0.01085724,0.01096008,0.0008346001,6.667556e-05,0.0008351482,6.667556e-05,0.0,3,3.701223e-05,3.096363e-05,0.0001016702,9.100566e-05
XNC,2013-07-25,2013-05-23,XenCoin,1,62,3,1,15,11,4,0.2571429,0.01427894,0.01445141,0.0009257618,0.0001258648,0.0009265049,0.0001258691,12.17063,3,2.942164e-05,2.405336e-05,6.957275e-05,6.417041e-05
ACP,2015-07-13,2014-05-29,axismundi,1,296,3,93,76,70,6,0.02073306,0.001579685,0.001581604,0.0001313673,2.353292e-05,0.0001313796,2.353304e-05,55704.18,3,1.574877e-05,1.566279e-05,5.033803e-05,5.33986e-05
NET,2013-12-17,2012-07-11,kingkatari,1,21,1,60,3,2,1,0.3333333,0.03192735,0.03306236,0.001568583,0.0003228852,0.001571177,0.0003229265,0.0,4,2.878478e-05,2.456273e-05,7.72254e-05,7.169854e-05
SILK,2014-05-11,2014-02-13,silkcoinproject,1,2,1,1,3,3,0,0.0,0.002383058,0.002388985,0.0002598701,2.572943e-05,0.0002599171,2.572943e-05,0.0,5,1.727347e-06,1.532332e-06,6.564478e-06,6.322907e-06
FLDC,2014-09-16,2014-09-14,FoldingCoin,1,47,3,70,35,34,1,0.01512605,0.001336606,0.001337961,0.0001062398,2.01775e-05,0.0001062453,2.017759e-05,46801.63,4,7.769547e-06,6.837684e-06,2.700111e-05,2.560476e-05
TEK,2014-05-20,2013-08-29,x3maniac,1,141,2,99,154,146,8,0.02970885,0.009269986,0.00936042,0.0007667928,9.38725e-05,0.0007671685,9.387555e-05,103387.3,3,0.0002229921,0.0001916102,0.0005985212,0.0005556359
PMP,2014-10-20,2014-06-26,TheMightyX,1,882,4,354,294,11,283,0.01676302,0.00151351,0.001515313,0.0001214381,2.245049e-05,0.0001214494,2.245056e-05,30206.53,4,3.314935e-06,2.913354e-06,1.148768e-05,1.091507e-05
SJCX,2014-08-20,2014-07-21,Storj,1,28,1,34,13,12,1,0.02564103,0.001454923,0.001457569,0.00011339,2.158723e-05,0.0001133981,2.158738e-05,17996.64,5,2.119343e-06,1.915924e-06,7.780711e-06,7.580715e-06
GEMZ,2015-01-12,2014-08-27,peled1986,1,328,1,229,34,3,31,0.114082,0.00137161,0.001374076,0.0001079963,2.056659e-05,0.0001080062,2.056673e-05,15343.71,5,1.023603e-06,9.367259e-07,3.975157e-06,3.908227e-06
GRAV,2015-05-04,2015-05-03,gravitondev,1,10,1,1,62,62,0,0.01956637,0.001112095,0.001112999,8.7816e-05,1.35439e-05,8.782115e-05,1.35439e-05,0.0,4,6.424307e-06,5.725815e-06,2.276448e-05,2.194576e-05
FSC2,2015-01-25,2013-05-31,RichG,1,137,14,123,39,26,13,0.1863442,0.01269843,0.01282838,0.0008889845,0.0001209817,0.0008895358,0.0001209855,42.5803,3,5.735394e-05,4.498556e-05,0.0001473184,0.0001240271
NBL,2013-06-14,2013-05-19,hyoshi,1,101,9,1,93,93,0,0.08719028,0.01411482,0.01425562,0.0009452824,8.497621e-05,0.0009458377,8.497621e-05,0.0,3,0.0002342973,0.0001880956,0.0005989842,0.0005234319
TES,2014-02-06,2014-01-18,Vlad2Vlad,1,2019,36,246,387,348,39,0.07323647,0.003852431,0.003871109,0.0003614521,4.695379e-05,0.0003615914,4.695434e-05,490134.1,3,0.0004409052,0.0005440603,0.001020521,0.001320052
CORG,2014-02-21,2014-02-03,corgicoin,1,50,1,1,59,59,0,0.01987142,0.002914636,0.002921608,0.0002978555,2.781254e-05,0.000297929,2.781254e-05,0.0,4,1.820925e-05,1.516151e-05,5.509096e-05,4.961789e-05
GMC,2014-09-01,2013-05-13,aa,1,454,12,37,98,66,32,0.07753436,0.01431845,0.01453807,0.0009850619,0.000136618,0.0009857448,0.0001366248,8512.712,4,0.0001091638,8.998905e-05,0.0003128971,0.0002823047
ELC,2013-06-09,2013-05-14,Milkshake,1,108,6,84,148,131,17,0.09333722,0.01394976,0.01413828,0.0009797189,0.0001359492,0.0009802622,0.0001359538,24057.75,3,0.0003392771,0.0002771131,0.0008653758,0.0007752764
RBBT,2014-08-30,2014-02-16,rabbitcointeam,1,33,1,1,3,3,0,0.0,0.002372037,0.002377574,0.0002529202,2.529404e-05,0.0002529667,2.529404e-05,0.0,5,2.458567e-06,2.022115e-06,8.654938e-06,7.855066e-06
J,2014-08-25,2014-06-26,M.JCoindev,1,50,1,1,7,7,0,0.0952381,0.001511783,0.001513805,0.0001214484,1.70984e-05,0.0001214573,1.70984e-05,0.0,4,1.691015e-06,1.573904e-06,6.257805e-06,6.247167e-06
IRL,2015-07-07,2014-04-27,irishcoin,1,12,3,1,8,8,0,0.0,0.00165382,0.001656244,0.0001550093,1.964019e-05,0.0001550281,1.964019e-05,0.0,5,1.949094e-06,1.730899e-06,7.220956e-06,6.942e-06
SJW,2015-08-07,2015-06-21,sjwcoin,1,20,1,1,16,16,0,0.025,0.001090071,0.001091114,8.505838e-05,1.332374e-05,8.506489e-05,1.332374e-05,0.0,4,1.821906e-06,1.611167e-06,6.259394e-06,5.98723e-06
GME,2013-08-25,2013-05-13,gamecoin,1,23,1,1,108,108,0,0.06715126,0.01432703,0.01446831,0.00099125,8.855827e-05,0.0009919063,8.855827e-05,0.0,3,0.0002382867,0.0001969242,0.0006472355,0.0005773075
CLOAK,2014-06-06,2014-06-04,TheDagger,1,43,2,4,146,146,0,0.01218706,0.001567455,0.001570167,0.0001293794,1.770444e-05,0.0001293911,1.770444e-05,0.0,3,3.059761e-05,2.895389e-05,9.673205e-05,9.789458e-05
RDD,2014-02-09,2014-01-21,ReddCoin,1,63,3,1,59,59,0,0.02863822,0.003633948,0.003645277,0.0003444224,3.252033e-05,0.000344506,3.252033e-05,0.0,4,1.534094e-05,1.306433e-05,5.198644e-05,4.836578e-05
ADD,2015-02-28,2013-06-21,sacramento,1,61,5,1,29,29,0,0.1256158,0.01218425,0.01231756,0.0008523772,7.355104e-05,0.000852984,7.355104e-05,0.0,3,3.630249e-05,2.971855e-05,0.0001053546,9.395731e-05
ADC,2015-06-05,2014-03-17,TheFlyingDutchman,1,39,1,1,8,8,0,0.0,0.001857148,0.001860125,0.0001945993,2.205315e-05,0.0001946249,2.205315e-05,0.0,5,1.917652e-06,1.744269e-06,7.58927e-06,7.43536e-06
DIEM,2014-04-28,2014-03-14,Carpe Diem Coin,1,352,11,1,33,32,1,0.03598485,0.00187541,0.001878337,0.0001985918,2.969841e-05,0.0001986276,2.969859e-05,76843.84,4,2.903181e-05,2.497634e-05,9.902659e-05,9.234106e-05
ADN,2014-04-15,2014-04-06,defaced,1,1147,29,1130,1216,845,371,0.03200903,0.001749853,0.00175306,0.0001720094,2.754262e-05,0.0001720301,2.754278e-05,8225096.0,3,0.000366912,0.0003589782,0.0009469868,0.0009801983
VTR,2014-12-25,2014-12-12,vtorrent,1,75,1,1,15,15,0,0.1047619,0.001220594,0.001221854,9.708371e-05,1.441358e-05,9.709048e-05,1.441358e-05,0.0,4,5.41324e-06,4.749704e-06,1.485675e-05,1.394796e-05
MINT,2014-02-19,2013-10-22,MasterRuthless,1,18,1,22,1,0,1,0.0,0.008715176,0.008791101,5.876131e-05,8.791255e-05,5.876131e-05,8.791441e-05,0.0,inf,3.012012e-06,2.735114e-06,1.155999e-05,1.137342e-05
AEON,2015-08-04,2014-06-07,aeon,1,65,1,1,25,25,0,0.01,0.001581776,0.001583735,0.0001273316,1.760656e-05,0.0001273443,1.760656e-05,0.0,4,3.990608e-06,3.472161e-06,1.260255e-05,1.190637e-05
ELT,2014-06-12,2014-05-26,electron-coin,1,17,1,1,12,12,0,0.01515152,0.001591135,0.001593323,0.000132753,1.803947e-05,0.000132768,1.803947e-05,0.0,4,3.331038e-06,2.863849e-06,1.067309e-05,9.97754e-06
LEA,2015-04-19,2015-03-31,tattooman67,1,30,1,92,13,10,3,0.05128205,0.001130713,0.001131759,9.056818e-05,1.819007e-05,9.057339e-05,1.819014e-05,258.6833,4,9.642242e-06,8.850048e-06,2.928178e-05,2.893652e-05
OZC,2015-07-23,2014-04-22,Ozziecoin,1,213,2,1,4,4,0,0.0,0.001661381,0.001663639,0.0001621403,1.993581e-05,0.0001621624,1.993581e-05,0.0,5,1.333107e-06,1.208304e-06,5.209417e-06,5.083865e-06
MEC,2013-07-07,2013-05-30,kimoto,1,73,3,1,37,37,0,0.1921922,0.01282418,0.01295779,0.000893609,7.916403e-05,0.0008942209,7.916403e-05,0.0,3,6.360837e-05,5.347302e-05,0.0001641655,0.0001522995
MEM,2013-06-09,2013-05-19,blastbob,1,839,33,42,1325,1170,155,0.01572157,0.01421056,0.01440234,0.0009447914,0.0001315346,0.0009455718,0.0001315406,2972783.0,3,0.002595719,0.002699514,0.007438367,0.008310248
XEM,2015-03-31,2014-01-20,utopianfuture,1,736,14,43,180,147,33,0.04494764,0.003848119,0.003865819,0.0003551175,4.631429e-05,0.0003552585,4.631493e-05,347577.4,3,9.651325e-05,9.884408e-05,0.0002529275,0.0002748636
NAUT,2014-05-15,2014-05-02,BK_PHI,1,80,1,1,18,18,0,0.02614379,0.0016408,0.001643447,0.0001481571,1.931994e-05,0.0001481747,1.931994e-05,0.0,4,1.66385e-05,1.731624e-05,5.392023e-05,5.956128e-05
SMLY,2015-01-28,2014-01-01,tk808,1,1367,116,11,123,80,43,0.07463324,0.00390959,0.003925173,0.000409836,5.402026e-05,0.0004099631,5.402083e-05,103050.8,3,6.194539e-05,6.140863e-05,0.0001441249,0.0001486545
CIRC,2015-06-18,2014-03-07,zakorus,1,382,16,100,250,170,80,0.06590343,0.001985168,0.001989217,0.0002118612,3.069509e-05,0.0002118987,3.069524e-05,137230.7,3,3.949553e-05,3.371554e-05,0.0001084532,9.843452e-05
GDC,2013-12-17,2013-07-31,hotcoldcoin,1,246,10,47,38,23,15,0.1915966,0.01088806,0.01104454,0.000821647,9.885658e-05,0.0008224721,9.88595e-05,184.0714,3,2.285456e-05,2.155237e-05,4.80396e-05,4.611857e-05
BRC,2015-07-21,2014-01-01,txiki73,1,310,6,216,94,64,30,0.09794296,0.003908278,0.003921003,0.0004097641,5.402017e-05,0.000409886,5.402077e-05,51080.33,4,3.091416e-05,2.541633e-05,9.021285e-05,8.193238e-05
QSLV,2014-11-13,2014-10-22,QuickSilverNFC,1,10,1,1,13,13,0,0.0,0.001274764,0.001276146,0.0001021886,1.485995e-05,0.0001021978,1.485995e-05,0.0,4,1.427812e-06,1.28941e-06,5.315924e-06,5.176537e-06
VIRAL,2015-05-08,2014-03-07,maco,1,624,30,282,421,328,93,0.02905535,0.001985731,0.00199004,0.0002118742,3.069513e-05,0.0002119135,3.069537e-05,1470508.0,3,0.0002013904,0.000196535,0.0004531001,0.0004718509
XWT,2014-10-26,2014-10-21,wtfdev,1,10,1,1,22,22,0,0.03463203,0.001271726,0.001272974,0.0001022742,1.487298e-05,0.0001022823,1.487298e-05,0.0,4,2.886924e-06,2.617595e-06,1.076621e-05,1.05118e-05
SWING,2015-09-28,2013-05-20,zerodrama,1,147,14,19,10,2,8,0.08888889,0.01389009,0.01405131,0.0009351515,0.0001303323,0.000935579,0.0001303367,3.833333,5,4.979058e-06,4.402828e-06,1.84475e-05,1.783708e-05
IFC,2013-07-10,2013-06-06,fisheater,1,387,12,29,172,107,65,0.1825685,0.01254348,0.01270873,0.0008689626,0.0001186293,0.000869597,0.0001186337,71281.34,3,0.000200652,0.0001897618,0.0005311992,0.000544443
MSC,2013-12-24,2013-06-25,MstCoin,1,49,5,1,7,7,0,0.2380952,0.01158021,0.01173563,0.0008775554,7.272727e-05,0.0008783831,7.272727e-05,0.0,4,1.32472e-05,1.410869e-05,3.921497e-05,4.427381e-05
QCN,2014-05-26,2014-05-09,OracionSeis,1,232,10,348,86,67,19,0.08492507,0.001636972,0.00163974,0.0001436371,2.498905e-05,0.0001436493,2.498922e-05,283042.7,4,6.234735e-05,5.391794e-05,0.0001661106,0.0001517205
KARM,2014-02-08,2014-02-04,Karmagood,1,19,1,1,9,9,0,0.0,0.002838089,0.002845653,0.0002965088,2.758697e-05,0.0002965782,2.758697e-05,0.0,4,8.287713e-06,7.149138e-06,2.318004e-05,2.165252e-05
TX,2015-08-20,2013-06-18,skyangel,1,263,5,54,119,50,69,0.2114412,0.01239619,0.01255572,0.0008636057,0.000113076,0.0008641768,0.0001130803,10514.65,3,7.651079e-05,6.39481e-05,0.0001978547,0.0001803019
EAC,2013-12-28,2013-12-21,earthcoin,1,30,3,1,22,19,3,0.04329004,0.004871867,0.004894324,0.0004919853,6.177099e-05,0.0004921694,6.177231e-05,12869.48,4,2.100198e-05,1.800383e-05,6.769335e-05,6.323772e-05
42,2014-01-14,2014-01-02,hendo420,1,683,58,248,383,241,142,0.06387174,0.003882575,0.003896746,0.0004090475,5.35834e-05,0.0004091736,5.358416e-05,773423.6,3,0.0002414822,0.0002346166,0.0005619932,0.0005950055
PXI,2014-10-04,2014-07-21,Percise,1,186,7,20,9,9,0,0.0,0.001454386,0.001456364,0.0001134109,1.645549e-05,0.0001134209,1.645549e-05,0.0,5,1.977926e-06,1.803199e-06,7.706821e-06,7.549325e-06
PXL,2015-04-07,2014-01-17,Tripmode,1,235,9,52,94,88,6,0.02365026,0.003905985,0.00391783,0.0003612497,4.718814e-05,0.0003613491,4.718868e-05,181634.9,4,5.882397e-05,5.007449e-05,0.0001898756,0.0001745773
PXC,2013-07-04,2013-05-22,niteryder,1,461,12,35,118,97,21,0.06896552,0.0141216,0.01433803,0.0009233412,0.0001269089,0.0009241023,0.0001269149,40935.74,3,0.0001667694,0.0001416291,0.0004507559,0.0004220487
TB,2015-05-15,2014-06-15,tb-btc.com,1,8,2,1,0,0,0,0.0,1.738586e-05,1.738586e-05,1.738586e-05,1.738586e-05,1.738586e-05,1.738586e-05,0.0,inf,1.019787e-06,9.345473e-07,3.998502e-06,3.936923e-06
BOD,2015-06-18,2015-06-17,SalimNagamato,1,1055,3,355,227,50,177,0.04284113,0.001089493,0.001090693,8.515515e-05,1.774293e-05,8.51616e-05,1.774298e-05,198471.7,4,5.421501e-06,4.86148e-06,1.537651e-05,1.495378e-05
AC,2014-04-20,2013-06-03,jubalix,1,1491,248,93,648,496,152,0.06881592,0.01294574,0.01311345,0.000880841,0.0001196673,0.0008815517,0.0001196723,1672362.0,2,0.002181099,0.002177913,0.003555439,0.003900024
TRON,2015-04-14,2015-04-12,positrondev,1,23,1,1,51,51,0,0.02901961,0.001118279,0.001119133,8.975523e-05,1.366344e-05,8.976008e-05,1.366344e-05,0.0,4,6.620598e-06,5.845738e-06,2.146751e-05,2.055602e-05
SPACE,2015-09-09,2014-01-06,UFO Coin,1,87,14,1,153,153,0,0.02020984,0.003891048,0.00390926,0.0003915219,3.681207e-05,0.0003916996,3.681207e-05,0.0,4,7.734327e-05,7.579143e-05,0.0002469753,0.0002589686
ICB,2014-07-16,2014-07-02,Icebergcoin,1,91,1,1,40,40,0,0.01538462,0.001476672,0.001478238,0.0001182662,1.69262e-05,0.000118273,1.69262e-05,0.0,4,5.152575e-06,4.563747e-06,1.779196e-05,1.703895e-05
AM,2014-07-07,2013-05-04,Tesla71,1,120,7,86,101,62,39,0.1302824,0.01596444,0.01620034,0.00109629,0.0001534534,0.001097467,0.0001534603,68481.4,3,0.0001955099,0.000164533,0.0005707562,0.0005294488
START,2014-06-15,2012-05-15,frisco2,1,23,1,351,6,3,3,0.2,0.03229631,0.0332553,0.001599309,0.0003351215,0.001601232,0.0003351657,3.5,3,2.031106e-05,1.753614e-05,5.493194e-05,5.186479e-05
CND,2014-10-24,2014-11-27,altcoin.center,1,51,3,80,42,31,11,0.06097561,0.001239049,0.001240191,9.83651e-05,1.913265e-05,9.837207e-05,1.913274e-05,33135.05,4,9.325504e-06,8.623052e-06,2.529879e-05,2.528886e-05
AU,2014-10-09,2014-08-16,mitzie,1,79,47,224,21,0,21,0.02857143,0.001394333,0.001395953,1.589598e-05,2.089885e-05,1.589598e-05,2.089892e-05,0.0,inf,9.585355e-07,8.787297e-07,3.729524e-06,3.673475e-06
CNC,2013-05-08,2013-05-02,CHNCoin,1,1,1,1,174,174,0,0.03714039,0.01496928,0.01511841,0.001110043,0.0001001001,0.001110783,0.0001001001,0.0,3,0.0004887018,0.0003939732,0.001335088,0.001189576
AMBER,2015-02-06,2014-08-18,amber_gold,1,30,1,1,27,27,0,0.03418803,0.001382803,0.001384305,0.0001108808,1.585741e-05,0.0001108868,1.585741e-05,0.0,4,3.617421e-06,3.190313e-06,1.064914e-05,1.028241e-05
CNL,2014-07-21,2014-07-19,ConcealCoin,1,4,1,1,58,58,0,0.01149425,0.001457527,0.001459057,0.0001135284,1.649866e-05,0.0001135373,1.649866e-05,0.0,4,8.731334e-06,7.655925e-06,2.764178e-05,2.636493e-05
CRYPT,2014-05-26,2014-05-21,ccryptcoin,1,21,1,1,6,6,0,0.0,0.001595781,0.001598301,0.0001341779,1.821626e-05,0.0001341966,1.821626e-05,0.0,4,2.081398e-06,1.86482e-06,7.275877e-06,7.014574e-06
NKA,2015-01-28,2013-10-08,Tsunamirain,1,108,9,62,11,10,1,0.1272727,0.009239783,0.009315461,0.0007090037,8.910273e-05,0.0007094677,8.910572e-05,0.0,4,9.365918e-06,7.881751e-06,2.803663e-05,2.571171e-05
ZCC,2014-08-05,2013-08-06,zccoin,1,69,2,1,3,3,0,0.0,0.01014429,0.01026275,0.0008118524,6.521456e-05,0.0008124889,6.521456e-05,0.0,4,8.429887e-06,7.43619e-06,2.684412e-05,2.56122e-05
NOTE,2015-05-07,2014-02-17,DNotes,1,148,4,1,1,1,0,0.0,0.002343622,0.002349541,0.0002497401,2.510923e-05,0.0002497835,2.510923e-05,0.0,4,1.45648e-06,1.293412e-06,5.645765e-06,5.45469e-06
KGC,2013-07-07,2013-06-30,ethought,1,176,9,50,58,37,21,0.09376891,0.01136793,0.01152939,0.0008627052,0.0001087345,0.0008633799,0.0001087386,24649.0,3,6.10649e-05,5.411245e-05,0.000168553,0.0001555387
CHILD,2014-09-20,2013-05-05,Yurizhai,1,526,30,13,71,33,38,0.1517477,0.0159271,0.01621344,0.001092859,0.000151752,0.001093876,0.0001517614,11170.31,4,0.0001141265,9.415911e-05,0.0003116899,0.000277899
